"date","location","polarity"
2020-02-26,"Alaska",-0.217509183567017
2020-02-27,"Alaska",-0.340165353380144
2020-02-28,"Alaska",-0.325380922295153
2020-02-29,"Alaska",-0.677628706209362
2020-03-01,"Alaska",0.929737128317356
2020-03-02,"Alaska",0.571573554072529
2020-03-03,"Alaska",0.489362974185497
2020-03-04,"Alaska",0.0311606260947883
2020-03-05,"Alaska",0.0970980911515653
2020-03-06,"Alaska",-0.0828716428950429
2020-03-07,"Alaska",0.209132705349475
2020-03-08,"Alaska",0
2020-03-08,"Alaska",0
2020-03-09,"Alaska",0.113636363636364
2020-03-10,"Alaska",-0.905684659257531
2020-03-11,"Alaska",0.558920122217387
2020-03-12,"Alaska",-0.851690557319671
2020-03-13,"Alaska",-0.813473937567323
2020-03-14,"Alaska",-0.089986308477819
2020-03-15,"Alaska",-0.124068826436996
2020-03-16,"Alaska",-0.750008398201317
2020-03-17,"Alaska",-0.475251907017082
2020-03-18,"Alaska",0.676936822477728
2020-03-19,"Alaska",0.751830749213696
2020-03-20,"Alaska",0.674022493883967
2020-03-21,"Alaska",-0.729022563435137
2020-03-22,"Alaska",0.758379175327718
2020-03-23,"Alaska",-0.892663576640189
2020-03-24,"Alaska",-0.817918402608484
2020-03-25,"Alaska",0
2020-03-26,"Alaska",-0.490059437230229
2020-03-27,"Alaska",0.651690031867474
2020-03-28,"Alaska",0.175950719509274
2020-03-29,"Alaska",-0.874485490843654
2020-03-30,"Alaska",-0.443014197051525
2020-03-31,"Alaska",-0.763258599676192
2020-04-01,"Alaska",-0.694927367381752
2020-04-02,"Alaska",-0.0453017503023148
2020-04-03,"Alaska",-0.403291224967688
2020-04-04,"Alaska",-0.741381137631834
2020-04-05,"Alaska",0.395553026814014
2020-04-06,"Alaska",0.316855117212981
2020-04-07,"Alaska",-0.731255384162068
2020-04-08,"Alaska",0
2020-04-08,"Alaska",0
2020-04-09,"Alaska",-0.979372975416481
2020-04-10,"Alaska",-0.649378775153309
2020-04-11,"Alaska",-0.19236593414098
2020-04-12,"Alaska",-0.0932139907963574
2020-04-13,"Alaska",-0.996254197787493
2020-04-14,"Alaska",5.32404519617558e-05
2020-04-15,"Alaska",-0.97676786640659
2020-04-16,"Alaska",0.340479223523289
2020-04-17,"Alaska",0.326666666666667
2020-04-18,"Alaska",0.564561795908958
2020-04-19,"Alaska",0.45598064083606
2020-04-20,"Alaska",-0.437265351880342
2020-04-21,"Alaska",-0.404673568438739
2020-04-22,"Alaska",0.832219879608601
2020-04-23,"Alaska",-0.765275630634278
2020-04-24,"Alaska",0.551655611954629
2020-04-25,"Alaska",0.379763863515109
2020-04-26,"Alaska",-0.273948785848916
2020-04-27,"Alaska",0.754505237564445
2020-04-28,"Alaska",0.399057611357421
2020-04-29,"Alaska",0.854908435139805
2020-04-30,"Alaska",0.214433640241623
2020-05-01,"Alaska",0.765412603970617
2020-05-02,"Alaska",-0.705970890820026
2020-05-03,"Alaska",0.365998852998018
2020-05-04,"Alaska",0.493092495482415
2020-05-05,"Alaska",0.325137363281101
2020-05-06,"Alaska",-0.929608018137515
2020-05-07,"Alaska",0.670959354843944
2020-05-08,"Alaska",-0.824729513842613
2020-05-09,"Alaska",0.17801357479766
2020-05-10,"Alaska",-0.0160979442298412
2020-05-11,"Alaska",-0.15
2020-05-12,"Alaska",0.474609927739948
2020-05-13,"Alaska",-0.405347940512002
2020-05-14,"Alaska",0.40154512738809
2020-05-15,"Alaska",0.025
2020-05-16,"Alaska",-0.379666156601161
2020-05-17,"Alaska",0.525047183036804
2020-05-18,"Alaska",0.216137328185141
2020-05-19,"Alaska",0.136666666666667
2020-05-20,"Alaska",-0.495718425605446
2020-05-21,"Alaska",-0.41288443794474
2020-05-22,"Alaska",-0.67892983648926
2020-05-23,"Alaska",0.909254742786288
2020-05-24,"Alaska",-0.0696733919903636
2020-05-25,"Alaska",0.763355084229261
2020-05-26,"Alaska",-0.764390916097909
2020-05-27,"Alaska",0.866611114237458
2020-05-28,"Alaska",-0.0293991724029183
2020-05-29,"Alaska",0.871713654603809
2020-05-30,"Alaska",-0.136099183000624
2020-05-31,"Alaska",-0.932748411782086
2020-06-01,"Alaska",0.296428571428571
2020-06-02,"Alaska",0.965787120629102
2020-06-03,"Alaska",-0.30294946115464
2020-06-04,"Alaska",-0.473026530817151
2020-06-05,"Alaska",0.370729609392583
2020-06-06,"Alaska",-0.89665423380211
2020-06-07,"Alaska",0.646789415739477
2020-06-08,"Alaska",-0.0415418702177703
2020-06-09,"Alaska",-0.13059555599466
2020-06-10,"Alaska",0.14
2020-06-10,"Alaska",0.0879166666666667
2020-06-11,"Alaska",0.203618134837598
2020-06-12,"Alaska",-0.837061664555222
2020-06-13,"Alaska",0.117097559850663
2020-06-14,"Alaska",-0.719348661135882
2020-06-15,"Alaska",0.907444248907268
2020-06-16,"Alaska",0.358828504104167
2020-06-17,"Alaska",-0.930960892699659
2020-06-18,"Alaska",-0.422290838789195
2020-06-19,"Alaska",0.797668336890638
2020-06-20,"Alaska",-0.213184138294309
2020-06-21,"Alaska",0.0246212121212121
2020-06-22,"Alaska",0.511588089633733
2020-06-23,"Alaska",0.428673247806728
2020-06-24,"Alaska",-0.440142712090164
2020-06-25,"Alaska",-0.188571428571429
2020-06-26,"Alaska",0.853978954255581
2020-06-27,"Alaska",-0.27507137786597
2020-06-28,"Alaska",0.950025082100183
2020-06-29,"Alaska",0.179296356625855
2020-06-30,"Alaska",0.859868862200528
2020-07-01,"Alaska",0.158025979995728
2020-07-02,"Alaska",-0.92633701628074
2020-07-03,"Alaska",0.465672035235912
2020-07-04,"Alaska",-0.911322098691016
2020-07-05,"Alaska",-0.662276908289641
2020-07-06,"Alaska",-0.513271981850266
2020-07-07,"Alaska",-0.0729992380365729
2020-07-08,"Alaska",-0.564147536642849
2020-07-09,"Alaska",0.320320548024029
2020-07-10,"Alaska",0.247954733204097
2020-07-11,"Alaska",-0.218512882944196
2020-07-12,"Alaska",-0.967865650076419
2020-07-13,"Alaska",-0.130129927303642
2020-07-14,"Alaska",0.704482555855066
2020-07-15,"Alaska",0.629084787331522
2020-07-16,"Alaska",-0.151870381552726
2020-07-17,"Alaska",-0.00942074321210384
2020-07-18,"Alaska",0.253919285256416
2020-07-19,"Alaska",0.378694547805935
2020-07-20,"Alaska",0.399959971662611
2020-07-21,"Alaska",0.856521926820278
2020-07-22,"Alaska",0.482385644689202
2020-07-23,"Alaska",-0.64648768119514
2020-07-24,"Alaska",0.578764505684376
2020-07-25,"Alaska",-0.637674814555794
2020-07-26,"Alaska",0.321527495514601
2020-07-27,"Alaska",0.918314509093761
2020-07-28,"Alaska",0.852638996671885
2020-07-29,"Alaska",0.791898627299815
2020-07-30,"Alaska",0.25
2020-07-31,"Alaska",0.367771530523896
2020-08-01,"Alaska",0.192304308060557
2020-08-02,"Alaska",0.0828285333700478
2020-08-03,"Alaska",0.492447081953287
2020-08-04,"Alaska",-0.315853806678206
2020-08-05,"Alaska",0.0556548684835434
2020-08-06,"Alaska",-0.0723098344169557
2020-08-07,"Alaska",0.353441511746496
2020-08-08,"Alaska",0.966707759536803
2020-08-09,"Alaska",-0.194117722567171
2020-08-10,"Alaska",-0.21820639912039
2020-08-11,"Alaska",-0.0211606617085636
2020-08-12,"Alaska",0.737456780392677
2020-08-13,"Alaska",0.8200125223957
2020-08-14,"Alaska",-0.157245187554508
2020-08-15,"Alaska",-0.3125
2020-08-16,"Alaska",0.23470002412796
2020-08-17,"Alaska",0.407901319675148
2020-08-18,"Alaska",-0.414531186688691
2020-08-19,"Alaska",0.766029117628932
2020-08-20,"Alaska",0.00441873725503683
2020-08-21,"Alaska",0.953028004616499
2020-08-22,"Alaska",-0.804969482123852
2020-08-23,"Alaska",-0.567676363512874
2020-08-24,"Alaska",0.187894743401557
2020-08-25,"Alaska",-0.427441699896008
2020-08-26,"Alaska",0.860843151342124
2020-08-27,"Alaska",0.0769230769230769
2020-08-27,"Alaska",0.11875
2020-08-28,"Alaska",-0.102176799904555
2020-08-29,"Alaska",-0.0990409171208739
2020-08-30,"Alaska",-0.0259125307202339
2020-08-31,"Alaska",-0.234028401318938
2020-09-01,"Alaska",-0.238374892622232
2020-09-02,"Alaska",-0.149083398748189
2020-09-03,"Alaska",0.989818338770419
2020-09-04,"Alaska",-0.411112780217081
2020-09-05,"Alaska",-0.77492693439126
2020-09-06,"Alaska",-0.215920584276319
2020-09-07,"Alaska",0.440977548249066
2020-09-08,"Alaska",0.62009604787454
2020-09-09,"Alaska",0.285463402979076
2020-09-10,"Alaska",0.393868247047067
2020-09-11,"Alaska",0.0666666666666667
2020-09-12,"Alaska",0.428269086871296
2020-09-13,"Alaska",-0.0948029370047152
2020-09-14,"Alaska",-0.958573515992612
2020-09-15,"Alaska",-0.316557636018842
2020-09-16,"Alaska",-0.935141135472804
2020-09-17,"Alaska",-0.498055144678801
2020-09-18,"Alaska",-0.166666666666667
2020-09-18,"Alaska",-0.166666666666667
2020-09-19,"Alaska",-0.272569444444444
2020-09-19,"Alaska",-0.299007936507937
2020-09-20,"Alaska",0.0448179855011404
2020-09-21,"Alaska",-0.485131676308811
2020-09-22,"Alaska",-0.18060492631048
2020-09-23,"Alaska",0.450295072514564
2020-09-24,"Alaska",0.0954073197208345
2020-09-25,"Alaska",-0.180052501149476
2020-09-26,"Alaska",0.428812010213733
2020-09-27,"Alaska",0.250195191241801
2020-09-28,"Alaska",0.236912590451539
2020-09-29,"Alaska",-0.117615685798228
2020-09-30,"Alaska",0.5
2020-10-01,"Alaska",-0.694161558523774
2020-10-02,"Alaska",0.081981576513499
2020-10-03,"Alaska",-0.0249396599829197
2020-10-04,"Alaska",0.439012603834271
2020-10-05,"Alaska",0.995661898050457
2020-10-06,"Alaska",-0.3125
2020-10-07,"Alaska",-0.0508266370743513
2020-10-08,"Alaska",0.0148332607932389
2020-10-09,"Alaska",-0.0419349917210639
2020-10-10,"Alaska",0.437802026979625
2020-10-11,"Alaska",0.1484156367369
2020-10-12,"Alaska",0.0387417012825608
2020-10-13,"Alaska",0.970165789593011
2020-10-14,"Alaska",-0.116894266568124
2020-10-15,"Alaska",-0.973204183857888
2020-10-16,"Alaska",-0.293639877811074
2020-10-17,"Alaska",-0.792808729689568
2020-10-18,"Alaska",-0.971947034355253
2020-02-01,"Arizona",-0.430417698808014
2020-02-02,"Arizona",-0.954205195885152
2020-02-03,"Arizona",-0.497999733779579
2020-02-04,"Arizona",-0.363690447993577
2020-02-05,"Arizona",0.214629075024277
2020-02-06,"Arizona",0.2
2020-02-07,"Arizona",0
2020-02-07,"Arizona",0.216666666666667
2020-02-08,"Arizona",-0.373916484881192
2020-02-09,"Arizona",-0.217296824790537
2020-02-10,"Arizona",0.770910646300763
2020-02-11,"Arizona",0.233333333333333
2020-02-12,"Arizona",0.0827223970554769
2020-02-13,"Arizona",0.239490372594446
2020-02-14,"Arizona",-0.0135714285714286
2020-02-15,"Arizona",-0.245779219083488
2020-02-16,"Arizona",0.0974123915657401
2020-02-17,"Arizona",0.137380952380952
2020-02-18,"Arizona",0.868375482503325
2020-02-19,"Arizona",0.129954304954305
2020-02-20,"Arizona",0.536933359224349
2020-02-21,"Arizona",0.971025213599205
2020-02-22,"Arizona",0.893577087670565
2020-02-23,"Arizona",0.15100792888552
2020-02-24,"Arizona",0.0104166666666667
2020-02-24,"Arizona",0.0366596638655462
2020-02-25,"Arizona",-0.0695172967389226
2020-02-26,"Arizona",0.913018092047423
2020-02-27,"Arizona",-0.998698755167425
2020-02-28,"Arizona",0.274149874225259
2020-02-29,"Arizona",-0.333333333333333
2020-02-29,"Arizona",-0.233333333333333
2020-03-01,"Arizona",0.07
2020-03-02,"Arizona",0.331496709957719
2020-03-03,"Arizona",0.727763334754854
2020-03-04,"Arizona",0.567401116713881
2020-03-05,"Arizona",-0.3125
2020-03-05,"Arizona",-0.3125
2020-03-06,"Arizona",-0.672414057888091
2020-03-07,"Arizona",0
2020-03-08,"Arizona",-0.490907946135849
2020-03-09,"Arizona",0.977130687329918
2020-03-10,"Arizona",-0.727190704084933
2020-03-11,"Arizona",0.899954211432487
2020-03-12,"Arizona",0.0444467244669795
2020-03-13,"Arizona",-0.216666666666667
2020-03-13,"Arizona",0.0703703703703704
2020-03-14,"Arizona",-0.0607723910361528
2020-03-15,"Arizona",0
2020-03-15,"Arizona",-0.025
2020-03-16,"Arizona",-0.424171816091985
2020-03-17,"Arizona",0
2020-03-17,"Arizona",0.112626262626263
2020-03-18,"Arizona",-0.211111111111111
2020-03-18,"Arizona",0.16
2020-03-18,"Arizona",0.125
2020-03-19,"Arizona",-0.499111918732524
2020-03-20,"Arizona",0.0697143878787756
2020-03-21,"Arizona",-0.198132306803018
2020-03-22,"Arizona",0
2020-03-23,"Arizona",0.567833453416824
2020-03-24,"Arizona",0.4
2020-03-24,"Arizona",0
2020-03-25,"Arizona",0.154939881991595
2020-03-26,"Arizona",-0.170624926686287
2020-03-27,"Arizona",-0.1
2020-03-27,"Arizona",-0.15
2020-03-28,"Arizona",0.46154770674184
2020-03-29,"Arizona",-0.34375
2020-03-29,"Arizona",0.35
2020-03-29,"Arizona",0.0357142857142857
2020-03-30,"Arizona",-0.51343299401924
2020-03-31,"Arizona",0.795232876669616
2020-04-01,"Arizona",0.926006553694606
2020-04-02,"Arizona",-0.650377279147506
2020-04-03,"Arizona",0.494525651447475
2020-04-04,"Arizona",-0.57333320658654
2020-04-05,"Arizona",0.0333333333333333
2020-04-06,"Arizona",0.021875
2020-04-07,"Arizona",-0.880289655644447
2020-04-08,"Arizona",-0.163511822000146
2020-04-09,"Arizona",-0.776074206456542
2020-04-10,"Arizona",0.5
2020-04-11,"Arizona",0.0244444444444444
2020-04-11,"Arizona",0
2020-04-12,"Arizona",0
2020-04-13,"Arizona",0.409090909090909
2020-04-14,"Arizona",-0.05
2020-04-15,"Arizona",0.35
2020-04-15,"Arizona",0.4
2020-04-16,"Arizona",0.164550264550265
2020-04-16,"Arizona",0.5
2020-04-17,"Arizona",0
2020-04-17,"Arizona",0.05
2020-04-17,"Arizona",0.0794742063492064
2020-04-18,"Arizona",-0.536005865316838
2020-04-19,"Arizona",-0.10191278392449
2020-04-20,"Arizona",0.526728230528533
2020-04-21,"Arizona",-0.266666666666667
2020-04-21,"Arizona",0
2020-04-22,"Arizona",-0.9189607873559
2020-04-23,"Arizona",0.339748502708972
2020-04-24,"Arizona",0.893616907764226
2020-04-25,"Arizona",-0.00516735622659326
2020-04-26,"Arizona",-0.19628212088719
2020-04-27,"Arizona",-0.0578225962817669
2020-04-28,"Arizona",0.5
2020-04-28,"Arizona",0.2
2020-04-29,"Arizona",-0.444444444444444
2020-04-30,"Arizona",0.8
2020-04-30,"Arizona",-0.0777777777777778
2020-05-01,"Arizona",-0.20150835160166
2020-05-02,"Arizona",0.739472750108689
2020-05-03,"Arizona",-0.762535510584712
